Customer_ID,Name,Age,Gender,Account_Type,Account_Balance,Transaction_Date,Transaction_Type,Transaction_Amount,Branch_Code,Is_International_Transaction
76cd6a72,Christopher Fletcher,58.0,Male,Savings,32125.4,2023-09-16,Debit,8043.16,B005,0
bae355e2,Paul Taylor,67.0,Male,Salary,69226.17,2024-12-20,Credit,3398.36,B004,0
21b1a98e,Grace Clay,19.0,Female,Salary,71013.48,2024-12-17,Debit,8584.95,B002,1
952f3a5d,Diamond Lee,63.0,Female,Savings,5343.9,2024-10-23,Credit,9665.4,B002,1
2e1207cc,Megan Merritt,23.0,Female,Current,80855.36,2024-05-24,Debit,4753.74,B005,1
b8ec0fa2,Chad Thompson,45.0,Female,Current,3129.32,2025-05-21,Debit,4063.26,B004,1
10a3cabf,Richard Weeks,48.0,Male,Current,25510.12,2024-11-17,Debit,6103.64,B001,0
cd51d0db,William Perez,74.0,Female,Savings,2675.17,2024-11-05,Debit,6945.55,B005,0
e5f54133,Michael Campbell,57.0,Male,Current,56262.99,2025-01-11,Credit,1225.19,B004,1
a0e9f709,Brenda Cunningham,45.0,Female,Current,42117.22,2024-10-12,Debit,9840.09,B001,0
3e2b95ff,Andrew Murphy,56.0,Female,Savings,18268.77,2024-03-05,Debit,2201.03,B004,1
fc10127e,Paige Herrera,54.0,Male,Savings,34896.89,2023-08-09,Credit,1835.39,B002,1
76a16fc8,Jacob Curtis,44.0,Female,Salary,84175.41,2024-08-22,Credit,7199.36,B002,1
69bf0c9d,David Davis,28.0,Male,Current,27958.34,2025-03-30,Debit,9112.42,B004,1
ddc54b50,Ronald Dunn,72.0,Female,Salary,16966.35,2025-05-31,Credit,47.75,B004,0
4bc83598,Scott Anderson,74.0,Male,Savings,1119.19,2025-07-03,Credit,4722.11,B004,1
a1698f43,Christine Smith,69.0,Female,Salary,37015.94,2024-01-10,Debit,7373.37,B001,1
2aaaf107,Joanna Davis MD,27.0,Female,Salary,74367.29,2025-06-24,Credit,3530.6,B004,0
630efaa2,Seth Mueller,45.0,Female,Current,14743.75,2025-07-08,Credit,5043.43,B004,0
e20cfc4e,Joseph Scott,20.0,Male,Salary,98025.55,2024-02-20,Credit,2712.45,B002,1
0ef26b05,Adam Jones,42.0,Male,Current,19275.66,2023-11-09,Debit,5043.43,B004,0
f356e982,Rachel Conley,49.0,Female,Savings,49518.975,2023-10-28,Debit,2560.32,B003,0
655972f2,Gordon Welch,46.0,Male,Salary,32811.21,2025-03-06,Credit,662.78,B005,0
100c2b96,Richard Nguyen PhD,38.0,Male,Savings,27792.55,2025-03-01,Debit,2597.1,B002,1
3eb8f92f,Jason Clark,45.0,Male,Salary,80350.7,2024-07-17,Debit,1704.59,B005,1
104b020c,Patrick Levine,19.0,Female,Savings,5952.77,2024-09-03,Credit,7937.0,B005,0
c6ad4fdb,Kayla Brown,68.0,Male,Current,63009.74,2024-05-10,Debit,8985.32,B002,0
aa2ff464,Richard Moses,42.0,Female,Savings,9421.77,2024-09-19,Debit,8494.3,B004,0
f5a12991,Jessica Finley,62.0,Male,Current,21541.34,2024-03-13,Debit,840.15,B005,0
037e90d9,Martha Sanders,41.0,Male,Current,19220.07,2024-05-27,Credit,5043.43,B002,0
7188d24d,Darrell Swanson,62.0,Male,Savings,6099.06,2025-04-08,Credit,8776.83,B001,1
9d9aaa02,Lori Jackson,57.0,Male,Current,35902.54,2023-10-07,Credit,1725.63,B001,0
47c4fd57,William Sweeney,29.0,Male,Current,47664.37,2024-05-08,Debit,6336.05,B003,1
a53cea71,Sharon Jones,32.0,Male,Salary,82836.9,2024-08-27,Debit,316.65,B002,1
b8912b32,Lisa Richardson,51.0,Male,Current,7784.59,2024-09-22,Debit,2137.61,B002,1
b8e91d08,Caroline Padilla,61.0,Male,Savings,93369.22,2024-08-22,Debit,7943.56,B002,1
3535285c,Brandon James,40.0,Female,Salary,44348.99,2024-08-07,Debit,3018.5,B003,1
1e2c0924,Teresa Bautista,42.0,Male,Salary,41052.56,2023-11-12,Credit,660.78,B004,1
3021c9d1,Amy Stone,72.0,Female,Salary,71428.16,2023-08-27,Credit,5363.02,B005,1
6ab20070,Andrew Smith,63.0,Male,Current,87590.6,2025-06-14,Credit,5970.33,B001,0
387cb0b1,Lisa Merritt,56.0,Female,Salary,12812.34,2025-01-04,Debit,4279.73,B004,1
d7a5237a,Sarah Greer,55.0,Male,Savings,6754.1,2024-03-19,Debit,5043.43,B004,1
c1649551,John Cook,28.0,Female,Salary,17923.31,2025-02-21,Credit,7360.23,B003,1
776c01c7,Kathleen Perez,62.0,Female,Salary,94809.16,2024-03-28,Debit,7989.7,B005,0
fcebdcf3,Amy Moore,59.0,Male,Current,20386.78,2024-01-08,Credit,9304.35,B002,1
17ea1a2b,Courtney Phillips,22.0,Male,Savings,19141.77,2024-02-04,Debit,1549.36,B004,1
7bf2284f,Francis Sanchez,52.0,Male,Salary,91958.89,2025-05-14,Debit,1789.37,B003,1
d2ad18b9,Courtney Schroeder,47.0,Male,Savings,20535.85,2024-02-03,Credit,4508.71,B002,0
4cc78898,Allison Lewis,50.0,Male,Current,28683.11,2024-08-31,Debit,4415.52,B003,1
2f9bf1b3,Ashley Lyons,44.0,Male,Current,59705.65,2024-08-17,Credit,5102.21,B004,1
5a07b17f,Melissa Nichols,52.0,Female,Salary,88804.36,2024-01-03,Credit,1912.63,B003,0
b8dea73e,David Perez,25.0,Female,Current,36909.22,2023-09-27,Debit,7487.73,B002,0
044bfdf5,Seth Mccormick,67.0,Female,Current,20803.99,2025-06-06,Credit,94.32,B002,1
ad683139,Chelsea Hull,22.0,Male,Current,91691.3,2024-11-07,Debit,1598.7,B005,0
a8959395,Zachary Oliver,67.0,Male,Current,49921.22,2023-09-15,Debit,9997.31,B001,1
5d7d0893,Michael Young,53.0,Female,Salary,16499.66,2025-04-29,Credit,8313.12,B003,0
8f80ccf7,Todd Olsen,74.0,Male,Savings,1498.88,2023-10-09,Credit,8886.39,B002,1
ab83834d,Willie Flores,40.0,Male,Savings,39039.3,2024-09-30,Credit,1413.73,B002,1
8ef6bb5b,Katherine Ferrell,69.0,Male,Salary,36954.33,2024-07-21,Credit,4874.5,B004,1
da924472,Seth Stark,47.0,Female,Salary,15853.82,2025-06-24,Credit,9521.73,B005,0
3e89b4a2,Jared Simpson,48.0,Female,Savings,75113.04,2025-01-09,Debit,3552.68,B002,0
7ddb3864,William Jones,66.0,Female,Current,83459.58,2024-04-08,Credit,1536.45,B004,1
0753f807,Robert Blanchard,46.0,Male,Savings,44146.01,2025-06-03,Credit,9285.79,B002,0
d30fae36,Emily Lawrence,34.0,Female,Salary,46238.95,2024-01-06,Credit,2354.71,B002,1
d62049a7,Jasmine Hamilton,21.0,Female,Savings,11356.33,2023-12-01,Debit,9978.4,B002,0
0bbe85db,Dr. Terry Rubio,21.0,Female,Savings,16597.57,2025-03-08,Debit,808.79,B005,0
61860336,Taylor Moore,18.0,Female,Salary,43264.51,2023-11-12,Debit,1689.16,B002,1
daaa58d8,David Tucker,37.0,Female,Savings,85582.17,2023-09-15,Debit,6410.51,B004,1
ad6553e3,Eileen Freeman,61.0,Female,Current,19678.27,2024-09-12,Credit,8004.16,B005,1
fa19eb0b,Andrew Salinas,53.0,Female,Salary,37767.5,2024-09-15,Debit,1113.56,B004,1
38c62a35,Dr. Richard Smith,56.0,Female,Savings,33634.85,2023-08-01,Debit,1216.4,B005,1
82f3e896,Phillip Shields,64.0,Male,Salary,55299.58,2024-12-25,Debit,938.23,B001,1
01c3aff0,Joshua Reid,53.0,Female,Current,49884.59,2024-07-02,Credit,2125.71,B001,1
91785009,Julie Miranda,68.0,Female,Salary,56420.0,2025-05-29,Debit,6666.35,B002,1
22e1c11f,Jennifer Jenkins,39.0,Female,Salary,94172.79,2025-02-08,Credit,8842.5,B001,0
5477b700,Lisa Lopez,59.0,Male,Salary,76935.05,2025-03-27,Debit,3429.71,B002,0
48304f41,Heather Davis,57.0,Female,Savings,3872.77,2024-11-02,Credit,3286.31,B002,1
511c81d0,Bobby Haynes,67.0,Male,Salary,13843.08,2024-07-06,Debit,8945.36,B005,1
01902e90,Nichole Greene,64.0,Female,Salary,53588.99,2025-04-15,Debit,2473.01,B002,1
771eac2b,William Munoz,27.0,Female,Current,40406.7,2023-10-24,Credit,4801.45,B001,1
89ec8674,Janice Velasquez,73.0,Male,Current,93591.72,2025-04-09,Debit,3045.13,B002,0
e87d5989,April Baker,62.0,Female,Current,37368.24,2024-03-27,Debit,4902.99,B004,1
b90266c3,Zachary Smith,31.0,Male,Salary,27085.51,2025-05-26,Credit,278.01,B004,1
4cd2c447,Nicholas Mccoy,21.0,Female,Savings,60254.87,2023-07-11,Debit,7602.02,B001,1
be419e74,Linda Johnson,44.0,Female,Current,75477.13,2024-11-09,Credit,5988.38,B002,0
52334650,Karen Sullivan,70.0,Male,Salary,61436.38,2024-11-02,Debit,9065.57,B001,0
0e35d555,Jamie Taylor,73.0,Female,Savings,53980.07,2024-04-23,Debit,7282.97,B001,0
b401e3f7,Brian Hunt,33.0,Male,Savings,18028.89,2025-05-06,Credit,6992.86,B002,1
bf77784e,Stacy Adams,42.0,Male,Salary,77425.72,2023-10-14,Credit,2310.34,B004,0
a425f4ae,Larry Edwards,55.0,Male,Savings,25219.01,2025-03-20,Debit,4891.63,B004,1
3bc2c6f0,Debbie Guzman,48.0,Male,Salary,27061.32,2024-10-16,Debit,4542.76,B001,1
2488459d,Sarah Davis,72.0,Male,Salary,83650.94,2023-11-15,Debit,6797.71,B002,1
cc413677,Daniel Richards,33.0,Male,Current,14185.28,2024-06-23,Debit,6027.12,B001,1
0f2fd057,Richard Richardson,36.0,Female,Savings,97278.89,2024-06-29,Debit,2810.03,B005,1
5100fa43,Jesus House,31.0,Male,Salary,14812.26,2024-11-05,Debit,2158.19,B001,1
58f99e1e,Vanessa Wong,28.0,Male,Salary,92183.77,2024-09-15,Debit,3000.9,B004,0
b9394d7e,Tammy Warren,64.0,Male,Savings,64708.71,2025-06-12,Debit,2645.09,B002,1
bd70137f,Natalie Johnson,41.0,Male,Salary,12803.59,2024-11-05,Debit,417.8,B005,1
35fad916,Mr. Brian Johnson,58.0,Female,Savings,83468.43,2025-05-02,Debit,7955.7,B004,1
e227ad1c,Christopher Diaz,35.0,Female,Current,73153.39,2024-01-01,Credit,4731.88,B002,1
59a3440d,Gail Clarke,40.0,Male,Savings,62572.1,2025-05-01,Credit,8260.83,B004,1
c411b42f,Bill Stanley,72.0,Female,Salary,48776.59,2023-09-06,Credit,8232.37,B003,0
f118a100,Dr. Thomas Ramirez,56.0,Male,Current,35608.45,2024-08-11,Debit,7577.46,B004,1
6026349b,Greg Everett,54.0,Male,Salary,28762.15,2024-03-17,Debit,3034.64,B001,1
e99fb735,Scott Barton,23.0,Female,Savings,74287.81,2025-04-12,Debit,4482.65,B005,0
b72f20ec,Erica Patterson,22.0,Female,Current,62406.21,2024-01-27,Credit,5043.43,B001,0
2d5e8d81,Shelly Bowers,66.0,Male,Savings,84270.65,2024-04-03,Credit,9647.26,B004,0
9fd05a37,Jamie Crawford,70.0,Female,Current,7027.64,2024-04-28,Credit,7608.69,B001,1
f48f4975,Caleb Davidson,74.0,Female,Current,71343.54,2024-08-27,Credit,7828.23,B003,0
d0e5f911,Dustin Robinson,72.0,Female,Savings,78672.11,2024-01-10,Credit,5265.01,B004,0
0546cdbb,Douglas Novak,69.0,Female,Savings,73550.04,2024-01-24,Credit,4624.83,B005,0
abe6bc44,Carol Ford,69.0,Male,Current,44415.08,2024-01-03,Debit,6502.44,B005,1
48f384f6,Phyllis Cruz,56.0,Female,Salary,56121.54,2024-11-12,Credit,4245.31,B003,1
f26f709c,David Byrd,39.0,Female,Salary,11298.06,2025-03-18,Debit,9205.89,B002,1
766b1e28,Colleen Jackson,21.0,Male,Current,70682.6,2025-01-26,Credit,4173.47,B005,0
a78300a2,Alyssa Smith,36.0,Male,Salary,21905.94,2024-08-09,Debit,9241.95,B002,1
ff8c8ec2,Elizabeth Gomez,34.0,Female,Salary,90200.9,2024-09-11,Debit,8059.37,B002,1
f33ae0f1,Phyllis Henderson,65.0,Female,Current,48192.36,2025-02-16,Debit,8704.52,B001,1
3fbccccb,Angela Johnson,64.0,Female,Savings,61355.86,2025-07-02,Credit,7475.65,B001,1
8d01f900,John Newton,25.0,Female,Current,28764.89,2024-06-03,Debit,2856.56,B004,1
fb8a6afb,Juan Schaefer,20.0,Male,Savings,92202.41,2025-05-11,Credit,7743.0,B005,1
207439fd,Christina Walker,69.0,Male,Salary,97474.16,2024-11-07,Credit,4007.87,B002,0
1e193237,Katherine Henson,25.0,Female,Savings,50267.51,2025-03-22,Debit,6320.58,B004,1
fa361102,Louis Johnson,45.0,Female,Savings,44729.6,2024-09-19,Credit,6318.0,B003,0
a98882f8,Michele Johnson,57.0,Female,Salary,38495.26,2024-09-08,Debit,1720.72,B005,0
f2012775,Troy Smith,48.0,Female,Current,56639.96,2025-05-07,Credit,6370.39,B002,1
b762b5f2,Veronica Franco,51.0,Female,Current,26068.71,2023-10-04,Debit,7683.98,B005,0
c8d079c1,Adrian Velazquez,40.0,Female,Salary,35870.84,2023-08-18,Credit,4908.3,B005,1
f55b7a24,Michelle Calderon,46.0,Male,Current,83218.32,2025-06-23,Debit,7996.52,B004,0
0a415607,Steven Hamilton,49.0,Female,Savings,84467.12,2024-12-31,Debit,997.26,B002,0
97fe3321,Linda Taylor,65.0,Male,Current,96983.97,2024-08-13,Debit,2653.51,B003,1
80d99494,Tina Malone,68.0,Male,Current,66437.29,2024-03-03,Credit,4026.68,B004,1
ead7ab1b,Tara Humphrey,32.0,Female,Savings,8233.81,2025-02-13,Debit,4734.82,B005,1
cd652563,Laura Miller,44.0,Male,Current,95596.7,2023-09-11,Debit,2497.49,B002,1
cef4adf7,Lisa Davis,35.0,Male,Savings,49966.94,2023-08-21,Debit,9574.9,B005,1
ebae23b4,Daniel Diaz,46.0,Female,Current,79959.82,2024-05-02,Debit,5024.68,B003,1
4ae545cb,Dr. David Anderson,47.0,Female,Current,92780.48,2024-07-11,Debit,4296.99,B002,0
e874e16b,Caitlin Potter,69.0,Male,Current,84270.89,2023-10-23,Debit,8044.01,B001,1
0bfda001,Eric Patterson,37.0,Female,Current,53900.94,2025-02-18,Credit,9416.09,B004,0
83422fd6,Stephanie Ballard,26.0,Male,Salary,97886.77,2023-10-02,Debit,877.19,B005,1
b2f7d396,Diane Harris DDS,28.0,Female,Salary,62688.16,2023-07-16,Credit,5254.32,B002,0
0f927715,Travis Day,55.0,Male,Savings,75891.66,2024-12-04,Credit,2898.84,B005,1
6ca1f76c,Charles Moore,50.0,Female,Salary,69215.28,2024-01-07,Debit,6004.49,B003,0
c13fe420,Becky Watson,70.0,Female,Current,74986.21,2024-03-21,Debit,2737.76,B003,1
9f4ddbd7,Cynthia Burnett,35.0,Female,Savings,81856.95,2024-11-26,Credit,6247.44,B001,1
06d58615,Amy Obrien,73.0,Female,Savings,96413.14,2024-01-04,Debit,2919.85,B003,1
7b19e7e0,Wesley Cook,59.0,Male,Savings,77103.09,2025-03-14,Debit,384.86,B004,1
95caf5f1,Marcus Mendoza,70.0,Female,Current,82829.75,2025-05-14,Debit,5484.9,B005,1
cb07e491,Bradley Mitchell,74.0,Female,Salary,89619.13,2024-10-10,Debit,582.88,B003,1
2b0e9786,Micheal Pitts,27.0,Female,Current,44497.62,2023-09-24,Credit,477.71,B004,1
000923ea,Russell Rose,25.0,Female,Salary,49518.975,2023-10-31,Credit,6679.7,B003,1
25b20b36,Alyssa Perry,23.0,Male,Current,8425.24,2023-08-31,Debit,5661.99,B002,0
e6024296,Dylan Blevins,46.0,Male,Savings,86363.05,2023-12-13,Debit,6458.54,B001,0
96f9df69,April Ewing,63.0,Female,Current,13716.52,2024-09-18,Debit,4614.6,B004,1
5cb37ab2,Dominique Steele,52.0,Female,Current,64948.42,2023-07-12,Debit,144.24,B002,1
4a69f35f,John Cunningham,72.0,Female,Salary,88878.35,2024-03-01,Debit,3363.23,B001,0
6ad24356,Anthony Humphrey,44.0,Male,Savings,30395.69,2024-12-20,Credit,1288.87,B005,0
fffeb000,Megan Simpson,53.0,Female,Current,14461.29,2024-06-02,Debit,8953.44,B002,0
ef5c4af2,Larry Sanders,19.0,Female,Salary,35055.55,2023-09-17,Credit,5043.43,B003,0
7fe315c8,Tammy Lopez,36.0,Male,Salary,15844.46,2024-05-16,Credit,1767.13,B002,0
afc91392,Jean Ward,74.0,Female,Savings,39625.71,2024-01-20,Credit,2303.37,B004,1
1e772a3e,Jasmine Bryant DDS,44.0,Female,Savings,9968.59,2024-06-19,Debit,8430.68,B001,1
d084e178,Leroy Martin,61.0,Female,Savings,87302.96,2024-10-31,Credit,4581.93,B002,0
c930ee78,Kevin Allen,61.0,Female,Current,39361.22,2024-05-10,Credit,9886.72,B005,1
876f9ef0,Michael Evans,44.0,Female,Current,1823.57,2023-08-09,Debit,2351.93,B001,1
7908aded,Shannon Owens,46.0,Male,Current,45138.67,2025-06-15,Credit,1546.27,B002,0
f6611ba0,Shane Dunn,52.0,Female,Current,72385.97,2023-12-25,Credit,663.92,B003,1
9a437fb4,Chad Rodriguez,52.0,Female,Savings,28997.5,2025-06-19,Credit,3326.16,B002,1
eb0e396a,Amanda Baker,41.0,Female,Savings,31925.74,2025-01-11,Debit,4106.34,B005,0
4c2d5e68,Steven Baker,53.0,Female,Savings,93142.21,2024-02-01,Credit,2395.25,B003,1
d0afc317,Jason Griffin,36.0,Male,Savings,49518.975,2025-05-06,Debit,3476.18,B002,1
fd04dbe3,James Ramirez,25.0,Female,Current,85854.43,2024-08-06,Debit,6445.16,B004,1
05423870,Justin Gross,19.0,Female,Savings,2919.71,2024-05-30,Credit,4955.92,B001,0
f9e5ac55,Sara Hall,60.0,Male,Salary,14031.84,2025-06-13,Debit,9935.47,B004,1
b516bc1e,Stephanie Torres,27.0,Female,Savings,26201.11,2025-06-22,Debit,7064.92,B002,0
6e1ffe67,Victor Jenkins,29.0,Female,Current,49767.47,2024-11-15,Debit,9885.42,B003,1
eb2a7e0d,Erica Wilson,23.0,Male,Savings,95581.73,2024-10-02,Credit,2543.98,B004,0
5ae5c754,Daniel Davis,68.0,Male,Current,64958.24,2024-06-23,Debit,1220.44,B003,0
66ac5960,Daniel Smith,27.0,Male,Salary,17057.53,2024-03-17,Credit,4548.8,B003,0
a7a8658a,Johnny Ochoa,64.0,Male,Current,83477.57,2023-08-11,Debit,7340.13,B005,0
d8664341,Jamie Moore,68.0,Male,Current,45760.42,2024-08-12,Debit,8465.95,B001,0
1ea47044,Edwin Lloyd,49.0,Male,Current,95264.85,2024-05-14,Debit,4101.95,B004,1
2704e683,Brian Reed,27.0,Female,Current,37961.74,2024-11-04,Credit,6903.94,B004,0
0e3653f7,Mary Meyer,38.0,Male,Salary,95010.15,2023-08-22,Credit,4315.74,B005,0
b7e053e5,Ariana Soto,55.0,Male,Savings,13627.21,2025-06-10,Debit,39.98,B003,1
3483b7f4,Ashley Ferguson,46.0,Female,Savings,6990.35,2023-12-24,Debit,6743.46,B004,0
8ae800cc,Gabrielle Hickman,42.0,Male,Current,78855.43,2024-05-04,Debit,5227.18,B005,1
3694a040,Jorge Young,37.0,Male,Savings,69647.92,2023-10-18,Credit,61.96,B004,1
e59ab6db,Janet Jones,29.0,Male,Current,68875.64,2023-09-20,Credit,9220.21,B002,1
8f7e42ec,Rebecca Brown,52.0,Male,Salary,82531.02,2023-10-12,Debit,2333.56,B005,0
d0c4838c,Charles Ponce,42.0,Male,Savings,44477.65,2024-04-14,Credit,4862.8,B002,1
e268b72e,David Gates,58.0,Female,Current,82335.73,2024-09-11,Credit,2983.46,B003,1
ac9a0775,Aimee Goodman,52.0,Female,Savings,84432.05,2024-12-28,Debit,4143.59,B003,0
fbde2116,Eric Townsend,42.0,Male,Current,17547.3,2023-10-11,Credit,2608.96,B005,0
22494c39,Patrick Ortiz,74.0,Female,Current,10003.18,2025-05-30,Credit,1915.57,B005,1
fee6e2b9,Stacy Sutton,61.0,Male,Current,59251.1,2025-01-01,Credit,8091.41,B004,1
e0640635,Robert Dickerson,47.0,Male,Current,92129.8,2024-09-29,Credit,2159.44,B004,0
c033fa6c,Jacqueline Lewis,70.0,Female,Current,54852.77,2024-12-19,Debit,8281.02,B001,1
82a76020,Bernard Butler,38.0,Male,Savings,36364.76,2024-08-25,Credit,9990.04,B005,1
90efb746,Felicia Bowers,27.0,Female,Current,94013.24,2024-10-07,Debit,749.01,B004,0
341a34c1,Angela Waters,55.0,Male,Salary,90638.75,2024-04-16,Credit,1410.72,B005,0
15195911,Mark Murphy,70.0,Male,Salary,96006.4,2024-07-07,Debit,6951.5,B002,0
6651d074,Jennifer Garcia,53.0,Male,Salary,65350.78,2024-04-02,Debit,6539.39,B003,0
7aa54d57,Barry Brown,36.0,Female,Salary,42822.89,2024-03-18,Debit,8728.16,B002,1
a2cf602d,Carl Cortez,47.0,Male,Salary,86821.51,2024-11-28,Credit,8825.97,B003,0
c58e8a75,Ms. Jessica Norris,39.0,Female,Savings,4324.1,2024-11-27,Debit,7258.69,B001,0
994b1f66,Mark Williams,24.0,Male,Savings,4832.3,2024-05-17,Debit,5043.43,B002,0
244eb169,Justin Porter,52.0,Female,Savings,68601.16,2024-06-21,Debit,1116.69,B001,0
a38da265,Janet Anderson,51.0,Female,Salary,77843.79,2025-06-04,Credit,5224.36,B004,1
ee88ab87,Amber Weber,55.0,Female,Current,44721.05,2025-06-02,Debit,7266.55,B003,1
fa157017,Kim Johnston,59.0,Female,Savings,49518.975,2025-03-04,Debit,1521.62,B002,0
7662ae01,Cameron Jones,26.0,Male,Salary,65153.84,2025-02-10,Debit,5673.52,B005,1
671f3f98,John Bond,72.0,Female,Savings,54163.5,2024-01-12,Credit,9623.04,B004,1
4e109ed2,Yolanda Ramsey,41.0,Male,Savings,15180.4,2024-10-10,Debit,5108.14,B001,1
06a4a5b7,Anthony Roberts,64.0,Male,Current,98354.21,2024-02-20,Credit,6510.84,B003,1
16546669,Justin Castro,35.0,Male,Savings,35928.14,2025-05-02,Debit,835.61,B004,0
e5667bfb,Megan Cunningham,29.0,Male,Salary,99619.68,2024-12-15,Debit,44.03,B002,1
5b2abc88,Dr. Bonnie Hernandez,65.0,Female,Savings,47946.11,2024-08-07,Credit,8492.99,B004,1
848fe586,Bruce Dominguez,49.0,Male,Savings,58283.54,2024-02-14,Debit,5166.34,B001,1
dbadba65,James Mack,37.0,Male,Savings,4815.59,2025-04-25,Credit,7267.5,B003,1
8ef22be3,Melissa Mata,48.0,Male,Salary,72185.17,2023-07-26,Debit,3208.77,B005,0
9a4b93a4,William Kim,33.0,Male,Current,96230.2,2024-06-22,Credit,8554.69,B003,0
aa3e3e85,Timothy Wong,25.0,Male,Current,60040.08,2023-08-08,Debit,2442.6,B002,0
1c5b2cc9,Stephanie Camacho,57.0,Female,Savings,1126.12,2025-03-09,Credit,1653.02,B004,1
bf0f11ca,Tiffany Fritz,56.0,Male,Current,68389.94,2024-06-10,Debit,2777.5,B001,0
91c3063e,Carol Velasquez,57.0,Male,Salary,73834.22,2024-06-24,Debit,3352.32,B002,1
993186f2,Deborah Harris,74.0,Male,Salary,56101.36,2024-04-04,Debit,8153.31,B003,1
347619f3,Peggy Jimenez,69.0,Female,Salary,49518.975,2023-09-02,Credit,8772.0,B001,0
67ab5f06,Kyle Dillon,22.0,Male,Salary,41989.13,2024-12-13,Credit,2083.34,B003,1
c733af1b,Tanya Robertson,46.0,Male,Salary,25391.64,2024-02-03,Debit,5090.97,B001,1
878de261,Stephanie Dominguez,61.0,Male,Savings,22278.1,2024-12-01,Credit,5043.43,B005,0
c796e7fa,David Evans,47.0,Male,Current,98191.93,2024-05-01,Debit,6923.51,B002,1
8ebbcde0,Caitlin Jones,51.0,Female,Current,32310.2,2024-01-31,Debit,2653.89,B005,0
10ec9e03,Justin Delgado,67.0,Male,Current,53894.47,2025-04-18,Debit,9974.34,B002,0
e713848a,Marissa Carr,56.0,Male,Savings,19974.29,2024-03-31,Debit,8401.94,B002,0
c9f91cb2,Christopher Watkins,21.0,Male,Current,43137.39,2023-07-28,Debit,3272.54,B002,0
136ddb9a,Angela Bowers,49.0,Male,Salary,70674.87,2025-06-15,Credit,787.31,B002,0
aa4a0bd2,Misty Howard,39.0,Male,Current,97152.75,2024-02-02,Debit,3084.04,B001,1
fb097c1f,Brandon Owens,52.0,Male,Salary,58208.02,2025-04-12,Debit,8198.63,B004,1
264310e2,Vicki Brooks,56.0,Male,Savings,83777.44,2023-07-27,Credit,9618.23,B001,1
20aa4398,Jonathan Brown,66.0,Male,Current,38556.66,2024-02-03,Debit,5438.03,B005,0
e7b82475,Ricky Yoder,32.0,Male,Salary,20756.97,2024-10-01,Debit,7448.02,B005,0
fda89227,Nancy Mack,36.0,Female,Salary,44118.49,2025-07-02,Debit,7888.77,B004,0
94c027eb,Tammy Ramirez,23.0,Female,Savings,6527.49,2024-10-19,Credit,6117.66,B002,1
9791a6f4,Yolanda Griffin,68.0,Female,Current,84046.2,2024-03-16,Debit,6559.87,B004,0
1c1d514c,David Barry,58.0,Male,Current,18734.82,2024-07-16,Credit,7788.01,B004,0
86764ebc,Christopher Smith,33.0,Male,Savings,13421.65,2025-01-24,Debit,64.92,B005,1
90175471,Marissa Watson,43.0,Male,Savings,85983.85,2025-02-13,Debit,5549.4,B003,0
0cd441a8,Jaime Williams,28.0,Female,Savings,11638.5,2024-08-21,Debit,8387.61,B003,0
f93a3d50,Matthew Cervantes,58.0,Male,Salary,18121.05,2024-05-12,Credit,6554.35,B003,0
67d0edd4,Cynthia Williams,64.0,Male,Salary,55905.42,2024-08-17,Debit,6722.33,B004,0
64b5f06c,Jason Wilkinson,26.0,Female,Salary,89900.91,2024-01-16,Debit,9509.8,B001,1
265971a3,Corey Holmes,46.0,Male,Savings,5747.28,2025-01-23,Credit,5043.43,B005,1
1f318a19,Jane Patton,46.0,Female,Savings,32254.34,2024-02-26,Credit,1092.56,B001,1
b4e41697,Nicholas Carroll,46.0,Male,Current,76634.77,2023-11-04,Credit,5038.76,B003,1
001fff9a,Dr. Anna Schultz MD,58.0,Male,Current,81422.02,2025-02-01,Credit,8454.14,B001,1
02b49cd9,Patrick Garza,47.0,Male,Savings,45570.58,2024-05-10,Credit,1152.61,B002,0
c248b665,Mr. Eric Drake II,62.0,Female,Salary,9028.21,2024-06-23,Debit,5125.36,B005,0
e8b0abf2,Kyle Barnett,28.0,Female,Current,97486.43,2023-08-26,Credit,922.81,B001,1
21b732e2,Kendra Bauer,67.0,Female,Salary,49514.36,2023-07-31,Debit,4410.78,B005,1
c64c3fcd,Jessica Reeves,27.0,Female,Savings,22501.4,2024-09-21,Debit,4745.81,B004,0
2afd7b6e,Joseph Roberson,52.0,Male,Savings,26991.56,2024-09-16,Debit,6762.34,B004,0
8956a79c,Jeffrey Jones,73.0,Female,Salary,53824.47,2023-10-16,Credit,4109.65,B004,0
10beab79,Donald Hawkins,62.0,Female,Salary,51812.13,2024-11-04,Debit,1938.4,B004,1
98846056,Matthew Anderson,74.0,Female,Salary,92306.15,2024-03-15,Credit,7181.13,B001,1
9fab31fb,Miss Debbie Morris MD,55.0,Male,Savings,49518.975,2024-12-27,Debit,2222.8,B004,1
cdd58189,Crystal Allen,66.0,Female,Current,61558.4,2024-06-15,Credit,1090.63,B004,0
6443f26f,Lori Duarte,21.0,Female,Current,72354.84,2024-05-19,Credit,1920.29,B001,1
9262e653,Christopher Jackson,49.0,Female,Savings,60900.29,2023-10-25,Debit,210.25,B005,1
543e4ce7,Kyle Jones,54.0,Female,Current,53888.45,2025-05-07,Credit,9904.18,B005,0
